CustomerId,Surname,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,RelationshipStrengthIndex,PredictedChurnProbability,PredictedRiskTier,EngagementSegment
15587210,McCartney,Germany,Female,44,10,113581.98,1,1,0,42.9,0.8264771251519644,Critical,Inactive Disengaged
15652626,Grave,France,Male,55,4,115285.85,1,1,0,34.1,0.8249881355805914,Critical,Inactive Disengaged
15789582,Macleod,France,Male,55,9,0.0,1,1,0,34.7,0.8247732991113489,Critical,Inactive Disengaged
15639303,Moore,Germany,Male,48,5,126111.61,1,0,1,67.1,0.8218740826537473,Critical,Active Low-Product
15694381,Lloyd,France,Male,51,8,100654.8,1,1,0,38.4,0.8213553266285881,Critical,Inactive Disengaged
15759250,Barnett,Germany,Male,51,3,99183.9,1,1,1,65.7,0.8200500759242574,Critical,Active Low-Product
15729582,Fu,Germany,Male,48,3,80697.44,1,0,0,24.3,0.8186575364444308,Critical,Inactive Disengaged
15587299,Board,France,Female,48,3,0.0,1,1,0,25.7,0.8185012119038687,Critical,Inactive Disengaged
15775625,McKenzie,France,Male,47,6,0.0,1,1,0,30.2,0.808818474887697,Critical,Inactive Disengaged
15732430,H?,Spain,Female,54,4,120952.74,1,1,0,34.8,0.8064862743519894,Critical,Inactive Disengaged
15614813,Cocci,Germany,Female,46,0,107362.8,1,1,0,27.1,0.8056277949008795,Critical,Inactive Disengaged
15577274,Genovese,Germany,Female,43,3,134985.66,1,1,0,35.1,0.8055605999890758,Critical,Inactive High-Balance
15646859,Heydon,Germany,Male,47,7,107363.29,1,1,1,72.6,0.8054692989388947,Critical,Active Low-Product
15797910,Zetticci,Germany,Male,51,2,123783.25,1,1,1,67.2,0.8052560901654213,Critical,Active Low-Product
15704987,Lu,France,Female,52,8,49113.75,1,1,0,36.0,0.8051920720481704,Critical,Inactive Disengaged
15618239,Neumann,France,Female,48,0,0.0,1,1,0,21.2,0.804534610841495,Critical,Inactive Disengaged
15634281,P'an,Germany,Female,43,10,110822.9,1,0,0,37.6,0.8041499899255542,Critical,Inactive Disengaged
15605425,Chia,Germany,Female,44,2,127536.44,1,1,0,32.7,0.8038398949237527,Critical,Inactive Disengaged
15639265,Isaacs,France,Male,54,7,126113.28,1,1,0,40.1,0.8025194884250649,Critical,Inactive Disengaged
15579826,Young,France,Female,66,9,0.0,1,1,0,34.7,0.8006831060670487,Critical,Inactive Disengaged
15726634,Wei,France,Male,47,1,0.0,1,1,0,22.7,0.7980514961649302,Critical,Inactive Disengaged
15608873,Smith,France,Male,51,2,0.0,1,0,0,19.2,0.7976283416452018,Critical,Inactive Disengaged
15738828,Milano,Germany,Male,45,6,152880.97,1,0,0,36.3,0.7971871339988368,Critical,Inactive High-Balance
15662100,Hsu,Germany,Female,44,5,128605.32,1,0,1,67.4,0.7935219749421697,Critical,Active Low-Product
15785406,Watts,France,Female,51,4,105056.13,1,0,0,27.9,0.7927645043663366,Critical,Inactive Disengaged
15698932,Groves,Germany,Male,44,10,137452.09,1,1,0,45.9,0.792228167654743,Critical,Inactive High-Balance
15654495,Potter,Germany,Female,47,6,120621.89,1,1,1,72.8,0.7920747393375596,Critical,Active Low-Product
15772250,Udegbunam,Spain,Male,46,9,0.0,1,0,0,29.7,0.791076764252574,Critical,Inactive Disengaged
15581295,Ch'ien,Spain,Female,45,1,0.0,1,1,0,22.7,0.7893995817441093,Critical,Inactive Disengaged
15810593,Forbes,France,Male,51,4,0.0,3,1,1,59.2,0.7885482833736337,Critical,Active Engaged
15737647,Obioma,Germany,Female,77,6,135120.56,1,1,0,39.7,0.7856931377733888,Critical,Inactive High-Balance
15799600,Coles,Germany,Male,48,1,111599.32,1,0,1,59.2,0.785018728831,Critical,Active Low-Product
15807889,Wood,Germany,Male,74,5,108891.7,1,1,0,34.8,0.7843681376686037,Critical,Inactive Disengaged
15792250,Nnabuife,Germany,Female,45,4,122793.96,1,1,1,70.1,0.7809422917374743,Critical,Active Low-Product
15717937,Gibbons,Germany,Male,43,5,99906.89,1,0,0,28.8,0.779331455399222,Critical,Inactive Disengaged
15654025,Jones,France,Female,51,4,101629.3,1,0,0,27.5,0.7746899367704781,Critical,Inactive Disengaged
15671209,Holden,Germany,Female,29,5,101713.84,3,1,0,31.0,0.7746854676165095,Critical,Inactive Disengaged
15589488,Ch'eng,Germany,Female,56,5,111642.08,1,1,1,70.2,0.7745176621644,Critical,Active Low-Product
15631871,Kelly,Germany,Female,57,7,116936.81,1,1,1,73.8,0.7738904613742387,Critical,Active Low-Product
15772892,Robertson,France,Female,49,2,0.0,1,0,0,19.2,0.7707614912619124,Critical,Inactive Disengaged
15653050,Norriss,Germany,Female,76,10,95052.29,1,1,0,40.8,0.7678176683165315,Critical,Inactive Disengaged
15584704,Chiazagomekpele,France,Male,48,10,71083.98,1,1,0,39.4,0.7660974853623748,Critical,Inactive Disengaged
15773322,Obiajulu,Germany,Female,44,4,121898.82,1,0,0,30.0,0.7657048137121809,Critical,Inactive Disengaged
15691723,Chukwudi,Spain,Male,55,9,99685.06,1,1,0,39.8,0.7649584257030898,Critical,Inactive Disengaged
15699284,Johnson,France,Male,49,8,172713.44,1,1,0,45.1,0.7590148391851111,Critical,Inactive High-Balance
15640580,Obiora,France,Female,47,9,0.0,1,1,0,34.7,0.7576473617025202,Critical,Inactive Disengaged
15751185,Aparicio,Spain,Female,50,0,158633.61,1,1,0,32.6,0.7561395267248754,Critical,Inactive High-Balance
15804862,Toscani,Germany,Male,43,6,127146.68,1,0,0,33.7,0.7553483993414858,Critical,Inactive Disengaged
15752857,Palerma,Germany,Male,52,1,98443.14,2,0,0,39.1,0.7553129550055797,Critical,Inactive Disengaged
15605447,Palermo,France,Male,49,2,78653.84,1,1,0,27.7,0.7549458121752065,Critical,Inactive Disengaged
15649280,Lucchese,Germany,Female,40,9,134504.78,1,1,0,44.1,0.7539346401626573,Critical,Inactive High-Balance
15647570,Chung,Germany,Male,45,8,120591.19,1,0,0,35.8,0.7526866237202651,Critical,Inactive Disengaged
15721569,Chialuka,Germany,Female,55,8,119327.93,1,0,1,70.6,0.7502404764173627,Critical,Active Low-Product
15673995,Tu,Spain,Female,65,9,102541.1,1,1,0,40.1,0.7499200864071437,High,Inactive Disengaged
15770995,Sinclair,Germany,Female,47,1,131160.85,1,1,0,31.7,0.7498077679904919,High,Inactive High-Balance
15680430,Ajuluchukwu,Germany,Female,49,4,96252.98,2,1,0,48.4,0.7491410277888592,High,Inactive Disengaged
15642726,Holmes,France,Male,53,3,83568.26,1,0,0,24.5,0.7474164637673448,High,Inactive Disengaged
15703059,Scott,Germany,Female,49,6,124829.16,1,0,1,68.4,0.7434267339567731,High,Active Low-Product
15794941,Chibueze,Germany,Female,41,1,85906.65,3,1,0,23.7,0.7430589699846247,High,Inactive Disengaged
15811343,Cattaneo,Germany,Male,35,5,161591.11,3,1,1,72.2,0.7420640661064707,High,Active Engaged
15680727,Fang,France,Male,49,5,121973.28,1,1,0,36.5,0.7412684897564888,High,Inactive Disengaged
15711299,Wilson,Germany,Female,52,8,145262.54,1,0,1,73.7,0.7411466323290279,High,Active Low-Product
15679963,Moretti,Germany,Male,43,8,96353.8,1,0,0,32.9,0.7410166988347083,High,Inactive Disengaged
15661507,Muldrow,Spain,Male,45,6,0.0,1,0,0,25.2,0.7407419156321359,High,Inactive Disengaged
15672516,Wall,Germany,Male,51,7,90373.28,2,1,0,52.4,0.7388479628592467,High,Inactive Disengaged
15620111,Fan,France,Male,54,8,133436.52,1,1,0,42.5,0.73851153398337,High,Inactive High-Balance
15811978,Trevisani,Germany,Male,46,2,104763.41,1,1,1,64.8,0.7358649469716518,High,Active Low-Product
15743617,Chesnokova,Germany,Male,47,1,95994.98,1,1,0,27.4,0.7343187408679052,High,Inactive Disengaged
15609913,Clark,France,Female,46,9,0.0,1,1,0,34.7,0.7328994067885743,High,Inactive Disengaged
15654901,Horton,France,Male,51,10,141556.96,1,1,0,46.3,0.7328093676560821,High,Inactive High-Balance
15632816,Williams,Germany,Female,49,2,127948.57,1,1,1,67.8,0.7313185917245788,High,Active Low-Product
15774847,Knight,France,Male,50,6,171740.69,1,0,0,37.1,0.7308624613539378,High,Inactive High-Balance
15616280,Hsia,France,Male,46,1,65733.41,1,1,0,25.8,0.729999385427826,High,Inactive Disengaged
15724838,Moretti,France,Female,43,4,0.0,1,1,0,27.2,0.7286182847601803,High,Inactive Disengaged
15573452,Manning,Germany,Male,42,7,115930.87,1,1,0,38.7,0.7275674749109488,High,Inactive Disengaged
15766686,Nebechi,Germany,Female,39,1,104502.11,1,1,0,28.3,0.7264616657734031,High,Inactive Disengaged
15570508,Azubuike,France,Male,49,7,90218.9,1,1,0,35.9,0.7253663641897979,High,Inactive Disengaged
15812534,Chiemenam,France,Male,40,1,0.0,3,0,1,49.7,0.7250786323329819,High,Active Engaged
15757617,Lewis,France,Male,55,6,134140.68,1,1,0,39.6,0.7240702106781388,High,Inactive High-Balance
15740868,Pirogova,Germany,Female,45,9,134562.8,1,1,1,79.1,0.7238746682752968,High,Active Low-Product
15722548,Fisher,France,Male,48,0,148116.48,1,0,0,26.9,0.7238402740939385,High,Inactive High-Balance
15753079,Chidi,France,Male,41,5,0.0,3,0,0,20.7,0.7236600042500069,High,Inactive Disengaged
15629511,Lavrentiev,France,Male,49,6,106770.82,1,1,0,36.1,0.7229682945393135,High,Inactive Disengaged
15711251,Chizuoke,France,Male,45,1,178827.79,1,1,0,34.7,0.7225501339296961,High,Inactive High-Balance
15687079,King,Spain,Male,69,10,115462.44,1,1,0,43.2,0.7217831263743035,High,Inactive Disengaged
15771569,Bage,Germany,Male,46,4,137367.94,1,1,1,71.9,0.7213304943301109,High,Active Low-Product
15713632,Ham,Spain,Female,48,5,95679.29,1,0,0,28.3,0.7208643631634505,High,Inactive Disengaged
15741385,Gallop,Germany,Male,45,9,108231.37,1,1,1,75.7,0.7193814092086189,High,Active Low-Product
15583552,Donaldson,Germany,Male,44,3,88902.21,1,1,0,29.8,0.7184161932810424,High,Inactive Disengaged
15777054,Thorpe,Germany,Male,42,3,137479.13,1,1,0,35.4,0.7173005608104496,High,Inactive High-Balance
15769389,Wan,Germany,Female,39,9,124723.92,1,1,0,42.9,0.7170898943043069,High,Inactive Disengaged
15608804,Allan,Germany,Male,49,8,133231.48,1,1,1,77.4,0.7161965872048628,High,Active Low-Product
15568032,Moore,Germany,Male,31,1,127320.36,3,1,0,28.2,0.7153923137551623,High,Inactive Disengaged
15806546,Lucas,Spain,Male,46,4,0.0,1,1,0,27.2,0.7143664591060729,High,Inactive Disengaged
15807595,Ijendu,Germany,Male,51,7,144244.59,2,1,0,58.6,0.7137632133756446,High,Inactive High-Balance
15702377,Knorr,Spain,Male,48,1,132759.8,1,1,0,31.9,0.7137568955560188,High,Inactive High-Balance
15656100,Candler,France,Female,49,5,167962.7,1,0,0,35.5,0.712527752594241,High,Inactive High-Balance
15673481,Morton,Spain,Female,48,6,99906.19,1,1,0,35.3,0.7118390376432528,High,Inactive Disengaged
15635502,Ch'iu,France,Male,44,2,0.0,1,1,0,24.2,0.7108655872112721,High,Inactive Disengaged
15665222,Lettiere,Spain,Male,52,8,121161.57,1,1,0,40.9,0.7099401962408738,High,Inactive Disengaged
15719561,Lin,France,Male,42,5,0.0,3,0,0,20.7,0.7096749460414352,High,Inactive Disengaged
15582168,Muravyova,Germany,Female,61,4,149525.34,2,1,0,54.5,0.7087681290861488,High,Inactive High-Balance
15786215,Udinese,France,Male,56,8,119496.25,2,1,0,57.2,0.7078663658443469,High,Inactive Disengaged
15689344,Montgomery,Spain,Male,42,4,0.0,3,0,1,54.2,0.7064782619994175,High,Active Engaged
15693690,Iweobiegbunam,Spain,Male,52,7,115532.52,1,1,0,38.7,0.7060621989093298,High,Inactive Disengaged
15673333,Wilson,Germany,Male,52,8,96781.39,1,1,1,73.0,0.7059074327141304,High,Active Low-Product
15612893,Nelson,Spain,Male,45,4,0.0,1,1,0,27.2,0.7051703332803148,High,Inactive Disengaged
15721793,Chiu,Germany,Female,50,7,123936.54,1,1,1,74.8,0.7037258944553595,High,Active Low-Product
15659399,Mazzi,Germany,Male,50,7,139675.07,2,1,0,58.1,0.7032984234188762,High,Inactive High-Balance
15706537,Pirogov,Germany,Female,59,7,111396.97,1,0,1,68.2,0.702917081435478,High,Active Low-Product
15812230,Elliot,Germany,Female,42,5,49508.79,3,1,1,63.5,0.7028088310685568,High,Active Engaged
15734659,Sozonov,Germany,Female,46,5,107978.4,2,1,0,51.2,0.7018095560770781,High,Inactive Disengaged
15754177,Bazarova,Spain,Male,53,2,111061.01,2,0,0,42.1,0.7017244041693189,High,Inactive Disengaged
15586970,Pinto,Germany,Male,52,8,103023.26,1,1,1,73.6,0.7002451550029222,High,Active Low-Product
15624293,Mironova,France,Female,46,3,106511.85,1,1,0,31.5,0.6974490468273228,High,Inactive Disengaged
15756824,Giordano,Germany,Female,50,5,101242.98,2,1,0,50.4,0.6973244805413152,High,Inactive Disengaged
15612455,Yao,Germany,Male,45,6,124240.93,1,1,1,73.3,0.6967670335532522,High,Active Low-Product
15764351,Yuryeva,Germany,Female,59,5,120170.07,1,0,1,66.3,0.6963913630548312,High,Active Low-Product
15637891,Docherty,Germany,Female,43,4,140681.68,1,0,1,67.2,0.6958550839110988,High,Active Low-Product
15806081,Fleming,Germany,Female,48,2,127924.25,2,1,0,49.3,0.6951168860031943,High,Inactive High-Balance
15791991,Udinesi,France,Male,52,4,0.0,1,0,1,57.2,0.6931750552434641,High,Active Low-Product
15572762,Matveyeva,Germany,Female,50,2,102278.79,2,1,0,46.0,0.6921147204497164,High,Inactive Disengaged
15718216,Fleetwood-Smith,Spain,Male,43,3,0.0,1,1,0,25.7,0.691916819802987,High,Inactive Disengaged
15592222,Lo,France,Male,49,7,80001.23,1,0,0,30.3,0.6911339584358172,High,Inactive Disengaged
15765375,Butusov,France,Female,46,8,0.0,1,0,0,28.2,0.6903023254047919,High,Inactive Disengaged
15715709,Shih,Germany,Male,43,4,114091.38,1,0,1,64.0,0.6901868419356125,High,Active Low-Product
15728005,Urban,France,Female,57,9,111359.55,2,1,0,57.6,0.6900988323406871,High,Inactive Disengaged
15730673,Dietz,Germany,Male,40,7,122265.24,1,1,0,39.5,0.6897498518576832,High,Inactive Disengaged
15713144,Ingrassia,Spain,Male,46,8,0.0,1,1,0,33.2,0.6874341331196114,High,Inactive Disengaged
15678206,Yeh,France,Male,46,6,161798.53,1,1,0,41.7,0.6873760662876166,High,Inactive High-Balance
15655368,Wheeler,France,Male,47,1,0.0,1,0,0,17.7,0.6860769305878941,High,Inactive Disengaged
15703979,Evans,Germany,Male,39,3,119688.81,1,1,0,33.2,0.6859082374281561,High,Inactive Disengaged
15578648,Marino,Germany,Male,49,6,59532.18,1,1,0,33.1,0.6855095185507986,High,Inactive Disengaged
15654964,Piccio,Spain,Male,48,7,75801.74,1,1,0,35.1,0.6853456241373288,High,Inactive Disengaged
15606076,Golubev,Germany,Male,63,7,123204.88,1,1,1,74.7,0.684970462457199,High,Active Low-Product
15635388,Austin,Spain,Male,47,6,89047.14,1,1,0,34.3,0.6839479283092538,High,Inactive Disengaged
15749472,Lucciano,France,Male,45,8,0.0,1,1,0,33.2,0.6835110962440732,High,Inactive Disengaged
15784676,Fanucci,France,Male,51,6,125268.03,2,1,0,54.9,0.6824401982954257,High,Inactive Disengaged
15753102,Curtis,Spain,Male,44,6,83870.33,1,1,0,34.0,0.6819478226770381,High,Inactive Disengaged
15767818,Graham,France,Male,55,10,132436.34,1,1,0,45.3,0.6817907155273859,High,Inactive High-Balance
15580845,Chienezie,Germany,Male,57,7,101868.51,1,0,1,67.0,0.681434615024345,High,Active Low-Product
15783398,Rizzo,Spain,Female,49,7,115309.75,1,1,0,38.6,0.6813104877610606,High,Inactive Disengaged
15721207,Piazza,Germany,Male,42,6,100047.33,1,1,0,35.3,0.6808818603518496,High,Inactive Disengaged
15809777,Gadsden,Germany,Female,55,7,131778.66,1,1,1,75.8,0.679941000599349,High,Active Low-Product
15610643,De Luca,Germany,Male,44,3,151739.65,1,1,0,36.7,0.6790701430810856,High,Inactive High-Balance
15695299,Mordvinova,France,Female,45,2,81828.22,1,1,0,27.9,0.6789404999738012,High,Inactive Disengaged
15812497,D'Albertis,Germany,Male,37,5,112146.12,1,1,0,35.2,0.677616091143071,High,Inactive Disengaged
15796787,Vassiliev,France,Male,46,0,105969.42,1,1,0,27.0,0.6773843769626477,High,Inactive Disengaged
15650313,Okonkwo,Germany,Male,65,6,129472.33,1,1,1,74.0,0.6773523496210194,High,Active Low-Product
15697574,Stewart,France,Female,40,9,0.0,3,1,1,66.7,0.6772884277618403,High,Active Engaged
15594450,Tomlinson,France,Male,49,9,159458.53,1,1,0,46.1,0.6769705381457236,High,Inactive High-Balance
15717527,Ifeanacho,France,Female,49,9,145359.99,1,1,0,45.2,0.6756058849537941,High,Inactive High-Balance
15716984,Palermo,Spain,Female,56,4,0.0,2,1,0,43.7,0.6754222954721094,High,Inactive Disengaged
15624343,Napolitani,Spain,Female,50,7,129667.77,1,0,0,35.5,0.6747050895262195,High,Inactive High-Balance
15623314,Tucker,Germany,Female,59,3,190353.08,1,1,0,37.9,0.6739381987704972,High,Inactive High-Balance
15616152,Pai,France,Female,47,1,185513.67,1,1,0,34.8,0.6737354343516326,High,Inactive High-Balance
15636820,Loggia,Germany,Male,40,8,104149.66,1,1,0,38.8,0.6734710542128863,High,Inactive Disengaged
15591724,Liu,France,Female,44,5,143244.97,1,1,0,39.0,0.6726385584907446,High,Inactive High-Balance
15691625,Ko,Germany,Female,41,3,138306.34,1,1,0,35.5,0.671443558303309,High,Inactive High-Balance
15804721,Boni,France,Male,49,0,191808.73,1,0,0,28.4,0.6712797509268792,High,Inactive High-Balance
15670205,Boyd,Germany,Female,41,5,110624.99,1,1,0,35.0,0.6711644825451926,High,Inactive Disengaged
15666982,Spears,Germany,Female,38,9,123948.85,1,1,0,42.8,0.669480831241596,High,Inactive Disengaged
15631310,Hsieh,France,Female,53,3,0.0,1,1,1,60.7,0.6685015885267457,High,Active Low-Product
15616365,Obiuto,France,Female,53,2,0.0,2,1,0,40.7,0.6672187659398628,High,Inactive Disengaged
15680920,Marchesi,France,Male,46,7,49512.55,1,1,0,34.5,0.6663854983479286,High,Inactive Disengaged
15612505,Joseph,Spain,Male,45,3,100212.13,1,1,0,30.8,0.6642517875080863,High,Inactive Disengaged
15569759,Rawling,France,Female,27,4,0.0,3,1,0,24.2,0.6637504880214309,High,Inactive Disengaged
15571571,Ting,Germany,Female,31,3,127331.46,3,1,1,66.2,0.6635834999765449,High,Active Engaged
15723484,Hunt,Germany,Female,42,1,103873.39,1,1,0,28.2,0.6626116049787417,High,Inactive Disengaged
15742116,Torres,Germany,Female,48,9,116711.06,2,0,0,53.3,0.6603084358555765,High,Inactive Disengaged
15693267,Dickson,Germany,Female,34,7,121063.85,1,1,0,39.4,0.6598642251623604,High,Inactive Disengaged
15769917,Onyekachi,Germany,Female,34,1,127122.79,3,0,1,58.2,0.6598327625624418,High,Active Engaged
15707011,Morrison,France,Male,47,10,137682.68,1,1,0,45.9,0.6596057130976387,High,Inactive High-Balance
15736760,Douglas,Spain,Female,42,9,0.0,1,0,0,29.7,0.6594851928078251,High,Inactive Disengaged
15613427,Barling,Germany,Female,49,7,108797.63,2,0,0,49.3,0.6589142357642768,High,Inactive Disengaged
15763274,Wu,France,Male,48,3,120320.54,1,0,0,28.3,0.6583800965930366,High,Inactive Disengaged
15576368,Bledsoe,Germany,Female,48,3,122388.38,2,0,0,45.0,0.6572243948813982,High,Inactive Disengaged
15566660,Cole,France,Female,41,10,0.0,3,1,0,33.2,0.6570398982375791,High,Inactive Disengaged
15587640,Rowntree,France,Female,43,0,93143.39,1,1,0,25.6,0.6569871367371084,High,Inactive Disengaged
15570192,Henry,Germany,Female,40,8,121729.42,1,0,0,36.0,0.6569641195602233,High,Inactive Disengaged
15627484,Obielumani,France,Female,47,5,113328.93,1,1,0,35.4,0.6565972915915286,High,Inactive Disengaged
15739123,Mellor,Germany,Male,50,4,127552.85,2,1,0,52.2,0.6565410979587568,High,Inactive Disengaged
15669957,Drake,Germany,Male,52,9,144696.75,1,1,1,80.1,0.6556264173703616,High,Active Low-Product
15795124,Pan,Germany,Male,50,9,94504.35,1,0,1,69.2,0.6554414888066924,High,Active Low-Product
15657540,Cremonesi,France,Male,50,5,151215.34,2,1,0,56.1,0.6553052030538039,High,Inactive High-Balance
15604497,Beale,Germany,Male,44,7,84386.57,1,1,0,35.6,0.655106742278676,High,Inactive Disengaged
15805429,Murray,Germany,Male,59,3,106819.65,1,0,1,61.6,0.6551024598505907,High,Active Low-Product
15679297,Volkova,Spain,Male,43,3,184926.61,1,1,0,37.8,0.6534627280950103,High,Inactive High-Balance
15802909,Hu,Germany,Female,56,3,139603.22,1,1,1,70.6,0.653459832992054,High,Active Low-Product
15810942,Chiemela,Germany,Female,61,2,137655.31,1,0,1,63.9,0.6533720296395327,High,Active Low-Product
15796790,Amaechi,France,Female,47,8,154543.98,1,1,0,44.4,0.6530721635410901,High,Inactive High-Balance
15618765,Ponomaryov,Germany,Female,42,0,99948.45,1,0,1,56.3,0.6528021271656199,High,Active Low-Product
15672082,Schatz,France,Male,62,3,0.0,2,1,0,42.2,0.6524811301393122,High,Inactive Disengaged
15661945,Nicolay,Spain,Female,40,4,0.0,3,1,0,24.2,0.6521339995675709,High,Inactive Disengaged
15640418,Omeokachie,Germany,Female,41,4,115897.73,1,1,0,34.2,0.6508219707023088,High,Inactive Disengaged
15788535,Tan,Spain,Male,44,5,0.0,1,1,0,28.7,0.6492033999957534,High,Inactive Disengaged
15800583,Chukwuemeka,Spain,Female,43,8,0.0,1,0,0,28.2,0.6491867938334782,High,Inactive Disengaged
15595609,Sykes,Germany,Male,52,9,135870.01,2,0,0,55.7,0.6483680044841197,High,Inactive High-Balance
15612524,Hunt,Germany,Male,41,2,127841.52,1,1,0,32.8,0.6478138641989919,High,Inactive High-Balance
15724336,Yates,Germany,Female,49,5,171601.27,1,1,0,40.6,0.6468653983481817,High,Inactive High-Balance
15771477,Fiorentini,France,Male,49,9,106160.37,1,0,0,35.5,0.6467068553069225,High,Inactive Disengaged
15728912,Swanson,France,Female,44,6,92436.86,1,1,0,34.6,0.6456864991842333,High,Inactive Disengaged
15706268,Smith,Germany,Male,51,1,147910.3,1,1,1,68.4,0.6455188540611025,High,Active Low-Product
15799515,Wei,France,Female,48,8,133297.24,1,1,0,42.5,0.6441608233304766,High,Inactive High-Balance
15630910,Treacy,France,Female,49,7,108007.36,1,0,0,32.7,0.6439638304939818,High,Inactive Disengaged
15741032,Tsao,France,Male,48,5,0.0,1,0,1,58.7,0.6438915840474266,High,Active Low-Product
15651001,Tsao,Germany,Female,39,5,116803.8,1,1,0,35.8,0.6434139053913174,High,Inactive Disengaged
15609977,Mundy,France,Male,47,6,71026.77,1,1,0,33.4,0.6421318219515103,High,Inactive Disengaged
15598846,Shahan,France,Female,44,2,58781.76,1,1,0,27.1,0.641821760304719,High,Inactive Disengaged
15636860,Ch'eng,France,Male,43,4,122351.29,1,1,0,35.0,0.6416831732229986,High,Inactive Disengaged
15774630,Peacock,Germany,Female,47,1,142802.02,1,1,1,67.9,0.6394143654950482,High,Active Low-Product
15576111,Reagan,Germany,Male,33,5,121898.58,1,1,0,36.5,0.6394049191667399,High,Inactive Disengaged
15610355,Hunter,France,Male,44,1,63438.91,1,1,0,25.7,0.6388611469214484,High,Inactive Disengaged
15590828,Chidimma,Germany,Male,42,7,126428.38,1,1,0,40.1,0.6388184547323864,High,Inactive Disengaged
15750811,Woodward,Germany,Male,44,3,116822.7,1,0,0,27.8,0.6381876668881875,High,Inactive Disengaged
15620570,Sinnett,France,Male,43,4,202443.47,1,1,0,39.5,0.6380045860781198,High,Inactive High-Balance
15680970,Lombardi,Germany,Female,41,2,114206.84,1,1,0,31.0,0.6371151567940163,High,Inactive Disengaged
